id;default;legal_form;zip_code;sector;year_inc;count_emp;type_pl;sales;gross_performance;gross_profit;earn_from_op;fin_result;oth_interest_inc;oth_interest_exp;result_from_ord_bus;total_result;annual_profit;total_assets;total_liabilities_st;total_liabilities_mt;total_liabilities_lt;bank_liabilities_st;bank_liabilities_mt;bank_liabilities_lt;trade_payables_st;trade_payables_mt;trade_payables_lt;bonds_payables_st;bonds_payables_mt;bonds_payables_lt;total_equity;current_assets;monetary_current_assets;cash;trade_receivables_st;trade_receivables_lt;cf_operating;cf_investment;cf_financing
C_302;0;GmbH & Co. KG;29379;24201;1949;;GKV;2645171.75;2655630.94;1437697.66;132243.02;-35124.71;;35517.25;97118.31;95362.47;92190.33;778285.67;480529.05;297756.62;0.0;133370.53;87174.66;;218802.52;;;;;;2.91e-11;346915.93;202916.25;8196.96;;;237517.08;-170853.4;51092.73
C_140;0;GmbH;29227;28120;1981;30.0;GKV;23021205.4;23021205.4;4888592.77;-1727783.48;-30534.14;;30534.14;-1758317.62;-1758317.62;-1758317.62;8339103.47;8339103.47;0.0;0.0;;;;74270.88;;;;;;0.0;5451412.89;3378903.61;26395.89;3088357.84;;-771177.33;-5562.63;493000.85
C_183;0;GmbH & Co. KG;29223;43911;1955;;GKV;1698254.82;1764345.3;1072192.16;67065.6;-24891.58;1380.34;26581.92;42174.02;42174.02;40157.72;458346.03;444859.81;11123.01;0.0;124846.01;11123.01;;82606.04;;;;;;2363.21;447465.03;222887.78;20041.48;;;61034.39;65461.52;-27474.44
C_007;1;Sonst. Gewerbetreibende;29223;43341;1991;;GKV;22439706.37;22439706.37;12359342.06;448794.13;54684.42;155607.94;100923.52;503478.55;503478.55;375377.71;22784592.26;22332627.26;0.0;451965.0;;;;70841.68;;;;;;5.59e-09;2596739.6;918964.92;846466.17;9849.75;;51183.12;-132934.76;-284744.81
C_153;0;AG;38442;96090;1999;152.0;GKV;1191591.44;1191591.44;834666.1;235862.88;1242.79;1453.98;211.19;237105.67;237105.67;166783.75;558457.88;164889.42;0.0;0.0;;;;3054.9;;;;;;393568.46;518714.25;459582.48;312662.28;;;188410.73;-13603.87;-668.56
C_631;0;GmbH;25813;47420;1999;4.0;GKV;183711.98;183711.98;175931.29;44994.92;-694.93;12.09;707.02;44299.99;44299.99;26414.29;89021.41;15514.57;12035.57;0.0;;;;1576.79;;;;;;61471.27;71015.25;26147.64;15964.26;;;-5497.77;47146.69;-22400.0
C_097;1;GmbH & Co. KG;37191;64200;1925;156.0;GKV;6177489.72;6177489.72;473523.49;77997.86;-10028.2;1413.82;11442.02;67969.66;67969.66;42227.95;1530025.04;1224070.71;140474.76;0.0;62695.98;;;922208.86;;;;;;165479.57;1352836.84;1286198.7;155598.92;;;83406.79;-130972.84;63996.19
C_104;0;Genossenschaft;34346;68201;1898;14.0;GKV;1396687.31;1396687.31;540463.93;-5601380.98;64585985.69;1133915.54;22579929.85;58984604.71;58984604.71;49804705.58;1290147937.0;62729609.55;119822222.2;580721138.9;27759533.98;119822222.2;428788888.9;121010.42;;;;;;526874966.8;187252869.6;177090158.1;30025929.23;;;144129783.4;-547416691.5;391545677.6
C_287;0;GmbH;37079;49310;2001;253.0;GKV;120120.27;99169.56;470286.7;46041.25;-248660.08;198.47;248858.55;-202618.83;-202618.83;-207731.06;281765.38;281765.38;0.0;0.0;;;;38739.93;;;;;;0.0;52326.88;7702.49;581.36;;;-742288.41;1852709.11;-1776307.92
C_842;0;GmbH;21614;26511;1956;143.0;GKV;2767106.53;2767106.53;507539.74;40696.75;-8658.19;299.02;8957.21;32038.56;32038.56;21262.27;561147.15;235966.85;213510.65;0.0;66212.63;;;104606.85;;;;;;111669.65;417019.07;160746.5;26493.82;;;32251.31;-58237.12;35945.45
C_466;0;GmbH;20259;85592;1990;439.0;GKV;4232139.52;5675976.17;2186397.13;144753.17;37641.36;2116.68;39540.1;182394.53;182394.53;126514.66;1404909.55;772773.04;0.0;0.0;;;;;;;;;;632136.51;1049631.38;882537.11;441888.39;191759.82;;680151.74;-183525.31;97792.12
C_205;0;GmbH;20359;18200;1993;;GKV;3661243.02;3661243.02;1001075.05;127514.71;-3586.25;1624.01;5210.26;123928.46;123928.46;87239.61;1102071.79;762180.6;57993.61;0.0;45053.32;57993.61;;197630.35;;;;;;281897.58;865711.73;457572.89;260884.4;;;193282.21;-64047.97;17151.59
C_691;0;GmbH;22047;17210;2001;;GKV;351672778.8;351720602.3;72110330.85;6546635.35;3924572.95;329548.05;907189.57;10471208.3;10471208.3;8419690.86;104877538.5;69475020.46;3832354.81;1713290.0;32746009.46;;;17222344.04;;;;;;29856873.2;81875085.2;13835950.23;694463.99;;;3958679.12;-2190274.4;-4586389.25
C_575;0;AG;16515;1500;2005;9.0;GKV;94474972.45;93752068.12;49836009.91;5254842.04;-2746346.61;88.99;1542812.97;2508495.43;2153851.43;1885844.37;67794024.33;29312381.68;0.0;24392724.0;;;;5874306.36;;;;;;18433668.75;55413660.65;15999600.78;1252865.81;9969054.58;;7726016.4;-7806272.65;6046284.64
C_785;0;GmbH & Co. KG;22299;47540;2006;;GKV;35000785.74;35000785.74;11737352.17;1924158.15;247635.94;300770.15;94427.64;2171794.09;2171794.09;1061791.38;73391037.83;63222696.25;500000.0;1234133.0;;;;216336.45;;;;;;8434208.58;71190746.94;71276833.77;16841898.79;;;10736317.62;67100.13;-40824.0
C_384;0;GmbH;20095;68100;2011;;GKV;17550569.38;17278332.33;7104717.8;3390322.4;-1480654.1;36023.28;1566823.49;1909668.3;1909668.3;1318672.06;89922357.18;7865220.57;6975812.48;28694594.04;404089.02;1694235.97;9650824.12;971710.94;;;;;;46061730.09;8358009.33;3970859.5;3615947.14;85939.83;33569.07;1352478.72;-2639412.62;2472285.39
C_526;0;Einzelfirma;31848;43210;2000;;GKV;99516330.85;99516330.85;5111708.6;404128.58;-2210.08;1469.51;3679.59;401918.5;401918.5;240930.33;12209917.18;9455121.81;0.0;0.0;;;;4053629.4;;;;;;2754795.37;12117903.54;12114903.54;2807628.24;8665771.01;;-2017012.96;-40346.83;1580000.0
C_670;0;GmbH;30159;79110;2002;;GKV;2101888175.0;2101888175.0;935386844.8;23417307.26;-4357835.08;917942.73;5363379.51;19059472.18;19059472.18;5.96e-08;727483278.0;371063146.0;204933653.9;5488733.0;;;;177608033.8;;;;;;145997745.0;595347263.1;93255981.43;18946459.64;30277605.03;;79844854.59;-62598716.89;-19007403.82
C_587;0;GmbH & Co. KG;30419;25920;2006;291.0;GKV;8758.84;8758.84;1310844.44;-632435.39;1518038.16;5407.15;31212.4;885602.77;885602.77;729482.35;8766189.75;1125215.41;333300.0;0.0;133360.0;333300.0;;71936.66;;;;;;7307674.34;1168342.1;1182681.33;299438.83;;;402224.93;-26739.78;-313606.41
C_914;0;GmbH;30853;43210;2007;317.0;UKV;94149420.0;;;3739424.0;-14358.0;2095.0;16453.0;3725066.0;3725066.0;0.0;22086897.0;17569043.0;609000.0;0.0;;;;6515052.0;;;;;;3908854.0;22086897.0;13807615.0;;11442281.0;;2237056.0;0.0;-2384066.0
C_954;0;GmbH;31595;43120;2007;47.0;GKV;126150.86;126150.86;72092.66;-6294.85;-1734.23;14.69;1748.92;-8029.08;-8029.08;-8943.39;42339.82;42339.82;0.0;0.0;13821.51;;;10552.5;;;;;;0.0;21453.86;19978.44;5614.48;;;-7385.9;-142.85;-3.64e-12
C_925;0;GmbH;31137;45100;1996;35.0;GKV;31569808.36;31569808.36;5609219.29;1026380.5;8075.21;9956.21;1881.0;1034455.71;1034455.71;683250.88;16170682.88;6110128.68;0.0;43395.0;;;;40228.32;;;;;;10017159.2;11137065.6;3706824.09;1007791.54;2593537.51;;-1093100.98;-1303471.19;0.0
C_677;0;GmbH;31157;35300;2008;64.0;GKV;2240942.33;2240942.33;1782395.94;-909659.06;1613.83;59625.0;58011.17;-908045.23;-908045.23;-1.67e-10;2891167.84;1858105.31;0.0;216401.0;;;;1235404.75;;;;;;816661.53;2870762.84;2870762.84;1202275.17;693572.95;;305474.39;-1463.11;-428819.77
C_307;0;GmbH & Co. KG;24103;74900;1937;17.0;GKV;1042153.16;1042153.16;714947.81;30128.22;16.84;26.33;9.49;30145.06;30145.06;20256.15;182589.63;80160.96;0.0;0.0;;;;20883.14;;;;;;102428.67;133928.73;126171.16;111612.98;;;70993.99;-5804.17;1.46e-11
C_568;0;GmbH;24119;68320;1973;;GKV;9682973.18;9783993.86;8633791.94;405050.7;-42512.51;6769.9;142655.08;362538.19;350706.19;237424.57;4530541.37;3160349.03;369430.77;163337.0;164058.89;179430.12;;189366.17;;;;;;837424.57;3799388.55;2858316.37;445637.86;2307465.1;;913712.61;-321894.4;-95558.41
C_528;0;GmbH & Co. KG;24145;23990;1990;;GKV;5924834.45;5924834.45;6423667.08;2187801.48;-1529403.61;117597.41;1647001.02;658397.87;658397.87;334996.56;64563700.37;46908981.69;0.0;0.0;3870009.07;;;317477.95;;;;;;17654718.68;187380.96;0.0;;;;3980521.17;-1129682.46;1039161.26
C_690;0;Genossenschaft;26789;68200;1913;;GKV;15270.17;15270.17;15270.17;0.0;1732.62;43.62;;1732.62;1732.62;1451.64;52940.24;10468.64;0.0;0.0;;;;;;;;;;42471.6;52940.24;33079.74;33079.74;;;8814.14;0.0;0.0
C_229;0;GmbH;26169;46692;2011;;GKV;2765416.26;2764421.26;1449073.52;371233.81;10842.27;11454.91;103.86;382076.08;382076.08;262232.22;1137695.21;212943.77;0.0;0.0;;;;69446.99;;;;;;924751.44;1034290.04;1039233.05;53857.17;;;181891.55;-30524.01;-200547.95
C_807;0;GmbH & Co. KG;23611;46493;1927;;GKV;2917695.06;2891189.75;1261922.03;603877.15;-167642.51;10892.39;178539.45;436234.64;436234.64;436234.64;13658228.2;2287477.87;1543379.7;4908368.27;429194.93;1540924.98;4864668.77;404395.43;;;;;;4919002.36;1830518.4;985811.45;975963.95;9847.5;;766462.4;-1005933.78;29189.98
C_406;0;GmbH & Co. KG;23683;96040;1990;120.0;GKV;1539704.38;1893283.06;970918.11;39846.71;-7910.8;2052.0;9962.8;31935.91;31935.91;27377.07;729302.4;729302.4;0.0;0.0;;;;;;;;;;-5.82e-11;401639.99;116538.14;4062.76;;;6283.45;-3932.83;7445.02
C_106;0;GmbH & Co. KG;23570;56200;2010;;GKV;21565491.4;24182797.85;7244501.68;460824.92;7051542.07;1194566.03;911473.24;7512366.99;7512366.99;6061290.1;38758009.33;15048755.88;5150000.0;0.0;1029483.52;;;524621.19;;;;;;18551589.26;34489068.76;28994697.71;2044809.54;3216699.56;;4149189.24;-492451.58;-2461931.93
C_801;0;GmbH;23812;10830;1948;688.0;GKV;4653683.95;5077683.95;3066895.14;79670.51;-38718.76;26504.74;65223.5;40951.75;40951.75;23811.35;5084897.58;1893016.07;0.0;0.0;;;;;;;;;;3191881.51;4245591.92;896763.55;169891.56;;;422438.05;-43671.99;55677.16
C_734;0;GmbH;24790;26300;1988;;GKV;506683.36;506683.36;416067.37;214950.77;-37405.12;11514.59;48919.71;177545.65;177545.65;158667.1;2461683.91;1350232.52;364000.0;562289.45;90000.0;364000.0;562289.45;662820.21;;;;;;185161.94;460574.43;73987.6;7788.74;55273.49;;500853.52;5.82e-11;-498710.55
C_325;0;GmbH;49084;28290;1997;150.0;GKV;1594158.6;1503858.6;510607.24;43683.72;-4371.19;58.81;4430.0;39312.53;39312.53;26816.42;294656.61;153567.45;82039.69;0.0;;;;61108.37;;;;;;59049.47;190135.65;167934.25;12625.58;;;93444.47;6419.02;-87627.08
C_745;0;GmbH;49090;70109;2006;;GKV;120425.06;120425.06;102473.74;16521.73;-3706.84;271.06;3977.9;12814.89;12814.89;12536.89;116960.33;68468.19;48492.14;0.0;7730.21;;;23029.49;;;;;;-3.64e-12;83620.64;69930.76;414.11;58964.6;;17487.97;11643.0;-38189.32
C_059;0;BGB-Gesellschaft;49565;35113;2006;;GKV;56000.0;56000.0;56018.2;23793.8;-3161.87;;3161.87;20631.93;20631.93;20631.93;648573.9;613797.5;0.0;0.0;;;;;;;;;;34776.4;79875.4;61905.4;61905.4;;;16081.29;-572102.28;2975.0
C_148;0;GmbH;21335;20520;1858;185.0;GKV;197930538.6;197272284.7;26947855.95;11889123.68;-153824.45;840.68;154855.42;11735299.23;11714843.23;-1.68e-08;40128120.37;35220620.37;0.0;2461973.0;;;;454217.93;;;;;;2445527.0;32809291.04;24618777.77;1012.13;24452421.93;;11658956.29;-1072492.01;-10881648.82
C_471;0;GmbH;21365;25110;1913;;GKV;1363259.16;1363259.16;340819.95;-72.84;72.84;72.84;;0.0;-4.02e-11;0.0;1147484.03;347484.03;0.0;0.0;;;;169505.29;;;;;;800000.0;373984.21;311936.72;311936.72;;;-12619.07;0.0;154236.38
C_025;0;GmbH;26389;62019;1992;;GKV;12856689.62;12856689.62;1694334.2;252215.62;-75380.23;2.39;75382.62;176835.39;176835.39;114836.62;4431113.93;2043299.23;1925000.0;0.0;;;;295311.37;;;;;;461444.7;4426866.13;2987818.2;312626.88;2320299.83;;125054.06;1.0;1.86e-09
C_440;0;GmbH;26655;49320;1998;;GKV;38305678.66;38892645.13;32581696.49;6102863.41;-1233734.89;149.06;1233883.95;4869128.52;4717757.52;-8.61e-09;28390812.28;13236573.43;0.0;10986347.95;;;;1477329.14;;;;;;4167890.9;13824649.71;13158026.87;1251143.34;5066782.99;;5139101.58;-572063.27;-4712638.52
C_598;0;GmbH;26125;43330;2002;;GKV;30868312.77;30868312.77;31700436.57;1656321.28;-42389.85;22072.87;255097.97;1613931.43;1613931.43;1595988.72;56812193.37;3994388.93;1269258.81;11416710.7;317617.34;1260515.82;10387811.02;714729.09;;;;;;34013580.48;15164537.5;15128489.01;10579460.11;2485631.26;;2556174.15;-1831137.33;2231255.58
C_297;0;GmbH;26655;49410;2010;;GKV;1052306.53;1048379.32;1061731.39;32111.04;-124.43;221.74;3184.1;31986.61;31986.61;26418.77;501434.65;406640.17;74794.48;20000.0;81352.05;74794.48;;226471.58;;;;;;-1.46e-11;264028.38;217919.66;16314.72;63986.99;;-63217.57;-40368.03;-35729.32
C_091;0;GmbH;22113;43210;1977;;GKV;603894.96;603894.96;373224.96;74633.01;-14519.36;49.0;14568.36;60113.65;60407.6;53619.91;360889.69;156604.71;204284.98;0.0;75251.19;;;64163.74;;;;;;;106780.14;75186.0;37316.27;;;85495.43;-43705.64;-50978.14
C_075;0;GmbH;25746;43999;2010;;GKV;1253892.34;1257204.39;819156.3;104693.46;-79458.78;;79458.78;25234.68;25234.68;18586.94;1259162.08;690369.76;67764.82;0.0;252020.75;;;133389.91;;;;;;501027.5;1012640.78;406688.46;39.93;298762.97;;-1391.81;-31550.85;31638.82
C_977;0;GmbH;48455;43130;1996;3160.0;GKV;539301.54;545825.76;546192.86;23364.22;-4358.14;2.77;4360.91;19006.08;19006.08;19006.08;109765.79;109765.79;0.0;0.0;;;;;;;;;;3.64e-12;31682.85;20763.6;9400.65;;;12299.93;-5603.44;1.46e-11
C_979;0;AG;9232;46520;1999;399.0;GKV;17094375.63;17094375.63;5468814.63;618923.48;1316.29;3747.68;2431.39;620239.77;620239.77;399356.78;4815842.45;4297090.74;0.0;0.0;;;;2913520.32;;;;;;507654.3;4382440.2;1320692.1;132054.46;61820.58;;130318.67;-44295.78;-146863.33
C_095;0;GmbH;9119;43999;2005;;GKV;1367413.14;1355827.64;681215.49;13212.85;-9155.72;83.29;9239.01;4057.13;4057.13;2032.77;297085.63;138167.81;64494.08;61529.28;64151.67;54494.08;61529.28;27449.73;;;;;;32894.46;237864.63;196241.98;1699.36;184121.08;;-24739.67;-47304.7;36111.13
C_784;0;GmbH;3044;46692;1992;;GKV;5531405.47;5531405.47;5419403.23;320462.67;4385.05;4385.05;;324847.72;324847.72;324847.72;3707175.91;676464.61;59910.95;0.0;;;;78256.81;;;;;;2912006.35;3293635.1;3233355.95;2362825.2;;;361525.0;-86564.91;413.93
C_918;0;GmbH;2977;35130;1993;112.0;GKV;8231060.5;8129548.57;4697155.93;188063.64;-23207.1;480.5;31187.6;164856.54;164856.54;103589.69;4945453.82;1007405.08;449315.24;1665847.09;;;;271044.39;;;;;;1787607.27;3776591.68;1558397.25;468607.71;1023583.77;;184862.88;-194696.8;-110359.97
C_219;0;GmbH;1987;20160;2000;48.0;GKV;579879.34;579879.34;340835.98;19977.2;-8242.96;561.99;8804.95;11734.24;8738.24;7052.65;194651.9;36946.9;0.0;157705.0;;;;14081.36;;;;;;0.0;93872.52;32416.67;9784.68;15835.73;;32312.39;-499.92;3984.87
C_683;0;GmbH;1640;28250;1990;125.0;GKV;31771842.17;31999926.2;9404033.3;-443923.31;-204910.64;2700.66;154151.1;-648833.95;-648833.95;-584112.6;8861982.32;15205551.35;0.0;0.0;;;;;;;;;;2567166.71;8442472.11;7577380.5;1565128.6;5885960.26;;-4511802.07;-161025.36;2030079.44
C_910;0;GmbH;1156;26400;1990;442.0;GKV;3665636.44;3665636.44;517688.08;115449.24;-542.89;44.96;587.85;114906.35;114906.35;97379.22;402926.12;140118.37;0.0;0.0;154.46;;;70183.18;;;;;;262807.75;384352.31;308625.72;215578.74;;;209130.83;-3363.33;-49664.92
C_958;0;OHG;1844;46120;1982;;GKV;206378000.0;221892000.0;58586000.0;13102000.0;-2009000.0;;2009000.0;11093000.0;11093000.0;0.0;111838000.0;49870000.0;0.0;20669000.0;15185000.0;;;6118000.0;;;;;;41299000.0;84186000.0;17156000.0;131000.0;55000.0;;-10031000.0;-4770000.0;-10297000.0
C_601;0;GmbH;1445;32502;1992;;GKV;831720.42;831720.42;591230.22;-80745.7;-14450.13;154.95;14605.08;-95195.83;-95195.84;-95386.81;1189775.23;1189775.23;0.0;0.0;;;;105598.65;;;;;;0.0;600307.66;484502.27;305931.02;;;142574.24;-78491.82;5.82e-11
C_726;0;GmbH;1809;68201;1993;;GKV;2523108.8;2523108.8;1270617.56;134066.92;-26757.65;65.88;26823.53;107309.27;107309.27;71670.64;1024435.72;579319.32;286768.77;0.0;96442.27;;;370942.26;;;;;;147806.63;885444.29;344134.98;20368.75;;;33234.98;-100773.3;15567.13
C_758;0;GmbH & Co. KG;1705;43220;1996;;GKV;1104648.28;1139855.49;555596.2;79173.31;-3147.55;435.0;3582.55;76025.76;76025.76;61429.3;408793.39;179686.56;35040.89;0.0;9994.58;35040.89;;80973.75;;;;;;192116.84;344608.39;144188.49;6196.51;72854.37;;46955.93;-39543.38;-12641.57
C_177;0;GmbH;1239;47430;1995;65.0;GKV;1136902.15;1136902.15;1208662.96;30918.95;-23869.68;5765.0;28271.59;7049.27;7049.27;-208.14;1075850.18;160844.5;281000.0;0.0;;115000.0;;7593.34;;;;;;634005.68;454183.49;446241.23;18902.58;300438.08;;677098.55;-90086.74;-472816.0
C_672;0;GmbH;1471;26511;1996;;GKV;15276308.62;15276308.62;14424262.2;2670946.74;4444.68;10735.5;6350.82;2675391.42;2675391.42;1855504.0;5089320.01;1270702.35;0.0;154172.0;180402.64;;;85343.34;;;;;;3664445.66;3777666.08;3003325.08;2950725.04;;;1948936.65;-84409.55;-1358233.72
C_149;0;GmbH;1471;10130;2004;;GKV;13566568.0;14711919.0;7133662.0;1767837.0;-25073.0;2171.0;27244.0;1742764.0;1749531.0;1212516.0;4896101.0;2456166.0;0.0;0.0;;;;;;;;;;2439935.0;4590748.0;4297010.0;2911186.0;;;2025045.0;-105147.0;-239783.0
C_150;0;GmbH;1833;77390;2002;;GKV;22216264.85;22216264.85;6345008.61;2156725.16;-5310.92;;5310.92;2151414.24;2151414.24;1474817.02;4799597.23;1896831.7;0.0;0.0;;;;462389.3;;;;;;2902765.53;4636515.69;2753927.06;1051959.2;1300471.44;;833814.1;-18087.54;-1159107.38
C_028;0;GmbH;1665;41103;2004;6.0;GKV;3574189.8;3574189.8;2082653.79;540550.08;-88989.18;1304.82;90294.0;451560.9;451560.9;291000.0;11409111.32;1884597.34;860086.5;2784000.0;194160.16;800000.0;2784000.0;863932.62;;;;;;4137525.98;713460.22;713460.22;27594.23;430031.61;;995658.21;-1167495.49;148128.97
C_322;0;GmbH;1587;35130;2003;;GKV;3335709.08;5658930.18;2767426.19;42077.49;-19055.33;971.4;20026.73;23022.16;23022.16;-5538.81;2124303.75;2042228.83;0.0;0.0;;;;;;;;;;82074.92;1724217.23;931643.95;588.17;;;-190696.13;-130396.69;-326181.37
C_285;0;GmbH;1099;68101;2005;17.0;GKV;7152732.95;4455400.24;1124785.27;214650.33;-37123.4;11111.52;48234.92;177526.93;175290.08;134528.67;1404631.06;6367245.51;170177.81;0.0;260016.32;;;372228.5;;;;;;260407.06;1190220.36;466835.41;636.16;;;636614.55;-259539.66;-181742.63
C_145;0;GmbH;1454;27120;2008;8.0;GKV;853194.07;853194.07;288800.41;36451.37;-104.16;;104.16;36347.21;36522.71;36428.71;63148.31;42896.61;0.0;0.0;;;;;;;;;;20251.7;60727.22;42944.38;2578.03;40366.35;2500.0;38285.44;-3217.78;-33000.0
C_355;0;Sonst. Gewerbetreibende;1609;45100;2011;;GKV;983350.11;983350.11;1004636.37;57309.5;-35.36;;35.36;57274.14;57274.14;0.0;344807.03;313230.98;6011.46;0.0;;;;;;;;;;25564.59;11372.03;11372.03;3846.34;4291.0;;118748.88;-169649.0;47680.86
C_269;0;GmbH;99099;43341;1993;;GKV;21853415.18;19559571.18;10978530.68;3054282.25;-50013.19;9746.22;59759.41;3004269.06;3004269.06;2532170.68;9974025.95;2852056.18;246973.97;0.0;152308.76;187049.35;;597998.92;59924.62;;;;;6568970.95;5807469.69;5831342.46;4760451.78;965003.7;;4480234.18;-499025.33;-2624201.02
C_261;0;GmbH;99334;73110;1996;22.0;GKV;5951391.12;5951391.12;6042176.77;351562.67;-46774.63;630.0;47404.63;304788.04;304779.32;190997.06;2397170.31;1171311.84;949154.57;0.0;366789.3;628416.35;;349329.76;;;;;;276703.9;866082.14;880823.05;12397.79;;;376145.67;-383107.43;122802.62
C_715;0;GmbH;99326;42200;2000;153.0;GKV;3414253.06;3410934.06;2643517.38;114442.14;-32590.38;;22590.38;81851.76;81851.76;81030.76;716379.27;630986.23;0.0;0.0;243504.45;;;218318.48;;;;;;85393.04;496255.94;459537.53;3578.47;;;88087.33;-11168.06;-86803.34
C_327;0;GmbH;99085;46141;2011;3.0;GKV;81306981.24;82840665.44;34888400.17;7157360.95;-149621.8;250123.96;399745.76;7007739.15;7007739.15;4726728.5;35698645.7;13031126.74;0.0;1120000.0;4951424.75;;;2117945.06;;;;;;21547518.96;32058869.31;14735632.13;56653.0;13455622.93;;1397097.63;-1156653.67;-4492000.0
C_504;0;GmbH;7973;43341;1999;;GKV;2279490.18;2278990.18;499347.91;25078.64;-2532.21;;2532.21;22546.43;22546.43;16668.56;211882.62;161077.0;0.0;0.0;28378.08;;;96554.44;;;;;;50805.62;142582.76;145914.62;19076.3;113979.8;;12566.7;-6520.2;11845.25
C_661;0;GmbH;6618;86101;2004;1139.0;GKV;433769159.2;433769159.2;32898144.28;1238417.46;-223583.05;3224.61;252047.91;1014834.41;1014834.41;803993.63;52433534.21;31041411.23;2000000.0;1812833.0;500000.0;2000000.0;1750000.0;14601503.52;;;;;;17519289.98;40658918.22;40255662.71;6017488.92;26334120.31;;-9637806.35;-51180.84;3349825.78
C_403;1;GmbH;4758;41201;1990;163.0;GKV;4180848.24;4957246.24;2080473.95;197009.34;-92382.02;;92388.02;104627.32;104627.32;96614.46;3924597.63;2634292.8;476934.47;519506.0;302781.77;;;552275.18;;;;;;293864.36;3724242.99;352842.82;6376.07;;;-153545.13;-29760.5;-15025.4
C_883;0;GmbH;4552;43220;1990;42.0;GKV;17751946.87;17751946.87;4380460.6;-367763.22;1661.03;1661.03;;-366102.19;-366102.19;1.49e-09;4385180.69;1285180.69;0.0;0.0;;;;699985.88;;;;;;3100000.0;4384820.06;3894180.69;673197.61;3190936.04;;479183.38;7865.35;-942870.33
C_822;0;GmbH;4451;49400;1962;;GKV;31786827.85;31786827.85;15020285.69;-2013798.13;-6581.91;;6581.91;-2020380.04;-2020380.04;-2022359.01;14233308.48;5830192.97;0.0;0.0;;;;947733.86;;;;;;8403115.51;4603646.47;3864301.91;4869.71;2615982.75;;2839330.21;-10122893.43;7284992.68
C_276;0;GmbH;4249;77320;1991;;GKV;3500449.92;3500449.92;1078936.19;-311086.28;-11603.98;30.03;11634.01;-322690.26;-322690.26;-323693.54;560480.34;1173650.7;0.0;0.0;;;;201914.46;;;;;;128420.4;543228.14;418682.65;149658.6;162936.12;;-257532.08;-716.8;8849.08
C_277;0;GmbH;4758;87900;1997;;GKV;2582142.7;2582142.7;18128851.4;-4224050.55;-208793257.6;31412.6;114441.55;-213017308.2;-213017308.2;-215796622.9;424163318.0;154597031.0;0.0;1337367.0;;;;;;;;;;268228920.0;67529127.32;67529127.32;46486741.66;;;-159802729.4;137879135.3;0.0
C_353;0;GmbH;4808;43220;1999;;GKV;5472759.25;5477998.91;2407295.67;-75114.85;-8008.25;26867.35;34875.6;-83123.1;-83123.1;-92919.29;2014059.92;1606906.3;0.0;0.0;;;;69822.63;;;;;;407153.62;1723307.92;1492790.18;284740.65;373490.57;;125311.06;-116359.24;34838.05
C_625;0;GmbH;4315;45203;2005;;GKV;25627583.42;25627583.42;29738713.61;69859.6;-6614.0;4661.68;11275.68;63245.6;63245.6;20707.64;14182465.73;13633655.23;0.0;0.0;;;;6384593.95;;;;;;548810.5;12884941.02;12899951.27;3170040.72;8988929.02;;-463757.72;-152595.04;9387.0
C_895;0;GmbH;4860;41200;2008;;GKV;2999087.0;2997795.0;3001965.0;409460.0;50541.0;301.0;760.0;460001.0;460001.0;0.0;994628.0;785139.0;0.0;0.0;;;;119432.0;;;;;;209489.0;924040.0;131452.0;;131452.0;;586220.0;-11361.0;-574859.0
C_777;0;GmbH;4654;43999;2008;;GKV;462387.56;462387.56;275633.42;-5110.44;-1170.41;;1170.41;-6280.85;-6280.85;-4868.01;217710.18;124508.2;0.0;0.0;18797.0;;;76043.44;;;;;;91567.42;202774.18;202774.18;450.69;196052.34;;2953.24;-3297.1;1.46e-11
C_802;0;AG;4103;70101;1991;1.0;GKV;171433669.1;171433669.1;7890577.85;-1970274.54;-1869657.36;97838.44;1967495.8;-3839931.9;-22310183.68;-23125414.32;31740826.53;13548368.37;76000.0;18159341.0;;;;9989213.41;;;;;;-1.86e-09;11439520.34;5122589.62;851330.65;1871859.72;;-13905318.45;19494913.71;-4188987.82
C_375;0;GmbH;4129;68100;2010;;GKV;5533600.93;5533600.93;4674129.07;318194.94;1135.86;365.86;;319330.8;319330.8;184989.11;1255338.53;495068.78;0.0;0.0;;;;187523.14;;;;;;760269.75;942589.98;889091.6;645565.66;173767.59;;193950.48;-88997.9;68051.55
C_064;0;GmbH;4105;49410;2011;;GKV;7557638.33;7557638.33;11330188.77;3695261.46;-4250701.17;1234646.41;5485445.86;-555439.71;-555439.71;-1036680.32;73602713.72;61807629.3;0.0;1089833.94;52081768.78;;;25346.19;;;;;;10705250.48;30418126.23;13580679.73;345629.58;;;15283339.31;2961869.0;0.0
C_703;0;GmbH;39114;52291;2004;;GKV;1637355.9;1637355.9;1452784.83;101352.07;-9327.42;3.13;9330.55;92024.65;92024.65;91510.71;731291.76;409225.92;0.0;0.0;;;;;;;;;;322065.84;292597.49;300018.76;49063.56;21262.06;;165504.98;-118710.49;1.75e-10
C_275;0;KG;18273;1302;1990;57.0;UKV;36152442.6;;;5548026.49;-2333529.03;213718.22;3731058.61;3214497.46;3167816.46;1.51e-09;88357409.93;9959287.72;75674201.94;2697924.0;1341198.48;75674201.94;;672959.13;;;;;;25996.27;8235894.23;3452014.06;790426.31;1867874.31;;6209487.78;-8301095.75;2141030.15
